"latin","GridReference","StartDate","Year","GRIDREF_1KM_PREC"
"bombus pascuorum","TA020258",2011-09-19,2011,"TA0225"
"apis mellifera","TA020258",2011-09-19,2011,"TA0225"
"apis mellifera","TA043368",2011-04-22,2011,"TA0436"
"bombus terrestris","TA043368",2011-04-22,2011,"TA0436"
"apis mellifera","TA043368",2011-04-22,2011,"TA0436"
"apis mellifera","TA043368",2011-04-22,2011,"TA0436"
"bombus lapidarius","TA043368",2011-04-22,2011,"TA0436"
"bombus pratorum","TA043368",2011-04-22,2011,"TA0436"
"bombus pascuorum","TA043368",2011-04-22,2011,"TA0436"
"bombus pascuorum","TA043368",2011-05-20,2011,"TA0436"
"bombus hortorum","TA043368",2011-05-20,2011,"TA0436"
"bombus lapidarius","TA043368",2011-06-16,2011,"TA0436"
"bombus lapidarius","TA043368",2011-06-16,2011,"TA0436"
"bombus pascuorum","TA043368",2011-06-16,2011,"TA0436"
"bombus terrestris","TA043368",2011-06-16,2011,"TA0436"
"bombus lapidarius","TA043368",2011-06-16,2011,"TA0436"
"bombus lapidarius","TA043368",2011-06-16,2011,"TA0436"
"bombus pascuorum","TA043368",2011-06-16,2011,"TA0436"
"bombus terrestris","TA043368",2011-06-16,2011,"TA0436"
"bombus pascuorum","TA043368",2011-06-16,2011,"TA0436"
"bombus lucorum sensu lato","TA043368",2011-06-16,2011,"TA0436"
"bombus lapidarius","TA043368",2011-06-16,2011,"TA0436"
"bombus pascuorum","TA043368",2011-06-16,2011,"TA0436"
"bombus lucorum sensu lato","TA043368",2011-06-16,2011,"TA0436"
"apis mellifera","TA043368",2011-06-16,2011,"TA0436"
"bombus lapidarius","TA043368",2011-06-16,2011,"TA0436"
"bombus hortorum","TA043368",2011-06-16,2011,"TA0436"
"bombus lucorum sensu lato","TA043368",2011-06-16,2011,"TA0436"
"apis mellifera","TA043368",2011-06-16,2011,"TA0436"
"bombus hypnorum","TA043368",2011-06-16,2011,"TA0436"
"bombus terrestris","TA043368",2011-06-16,2011,"TA0436"
"bombus lucorum sensu lato","TA043368",2011-06-16,2011,"TA0436"
"apis mellifera","TA043368",2011-07-27,2011,"TA0436"
"bombus pascuorum","TA043368",2011-07-27,2011,"TA0436"
"bombus lucorum sensu lato","TA043368",2011-07-27,2011,"TA0436"
"bombus lapidarius","TA043368",2011-07-27,2011,"TA0436"
"bombus lapidarius","TA043368",2011-07-27,2011,"TA0436"
"bombus pratorum","TA043368",2011-07-27,2011,"TA0436"
"bombus lucorum sensu lato","TA043368",2011-07-27,2011,"TA0436"
"bombus terrestris","TA043368",2011-07-27,2011,"TA0436"
"bombus pascuorum","TA043368",2011-07-27,2011,"TA0436"
"bombus lapidarius","TA043368",2011-07-27,2011,"TA0436"
"bombus pratorum","TA043368",2011-07-27,2011,"TA0436"
"bombus pascuorum","TA043368",2011-07-27,2011,"TA0436"
"bombus lucorum sensu lato","TA043368",2011-07-27,2011,"TA0436"
"apis mellifera","TA043368",2011-07-27,2011,"TA0436"
"bombus pascuorum","TA043368",2011-07-27,2011,"TA0436"
"bombus lucorum sensu lato","TA043368",2011-07-27,2011,"TA0436"
"apis mellifera","TA043368",2011-07-27,2011,"TA0436"
"bombus lucorum sensu lato","TA043368",2011-07-27,2011,"TA0436"
"bombus lapidarius","TA043368",2011-07-27,2011,"TA0436"
"bombus pratorum","TA043368",2011-07-27,2011,"TA0436"
"bombus pascuorum","TA043368",2011-07-27,2011,"TA0436"
"bombus lucorum sensu lato","TA043368",2011-07-27,2011,"TA0436"
"bombus lapidarius","TA043368",2011-08-20,2011,"TA0436"
"bombus lucorum sensu lato","TA043368",2011-08-20,2011,"TA0436"
"bombus lucorum sensu lato","TA043368",2011-08-20,2011,"TA0436"
"bombus pascuorum","TA043368",2011-08-20,2011,"TA0436"
"apis mellifera","TA043368",2011-09-19,2011,"TA0436"
"bombus pascuorum","TA043368",2011-09-19,2011,"TA0436"
"bombus pascuorum","TA043368",2011-09-19,2011,"TA0436"
"bombus terrestris","SC478908",2011-04-02,2011,"SC4790"
"bombus terrestris","SC478908",2011-04-02,2011,"SC4790"
"bombus terrestris","SC478908",2011-04-02,2011,"SC4790"
"bombus terrestris","SC478908",2011-04-02,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-04-02,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-04-02,2011,"SC4790"
"bombus terrestris","SC478908",2011-04-02,2011,"SC4790"
"bombus terrestris","SC478908",2011-04-02,2011,"SC4790"
"bombus terrestris","SC478908",2011-04-02,2011,"SC4790"
"bombus terrestris","SC478908",2011-04-02,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-04-02,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus terrestris","SC478908",2011-05-07,2011,"SC4790"
"bombus terrestris","SC478908",2011-05-07,2011,"SC4790"
"bombus terrestris","SC478908",2011-05-07,2011,"SC4790"
"bombus terrestris","SC478908",2011-05-07,2011,"SC4790"
"bombus pratorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pratorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pratorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pratorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pratorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pratorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pratorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pratorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pratorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus terrestris","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus pascuorum","SC478908",2011-05-07,2011,"SC4790"
"bombus terrestris","SC478908",2011-06-13,2011,"SC4790"
"bombus terrestris","SC478908",2011-06-13,2011,"SC4790"
"bombus terrestris","SC478908",2011-06-13,2011,"SC4790"
"bombus terrestris","SC478908",2011-06-13,2011,"SC4790"
"bombus terrestris","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-06-13,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-06-13,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-06-13,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-06-13,2011,"SC4790"
"bombus terrestris","SC478908",2011-06-13,2011,"SC4790"
"bombus terrestris","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-06-13,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-06-13,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-06-13,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-06-13,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-06-13,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-06-13,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-06-13,2011,"SC4790"
"bombus campestris","SC478908",2011-06-13,2011,"SC4790"
"bombus jonellus","SC478908",2011-06-13,2011,"SC4790"
"apis mellifera","SC478908",2011-06-13,2011,"SC4790"
"apis mellifera","SC478908",2011-06-13,2011,"SC4790"
"apis mellifera","SC478908",2011-06-13,2011,"SC4790"
"apis mellifera","SC478908",2011-06-13,2011,"SC4790"
"apis mellifera","SC478908",2011-06-13,2011,"SC4790"
"apis mellifera","SC478908",2011-06-13,2011,"SC4790"
"apis mellifera","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pratorum","SC478908",2011-06-13,2011,"SC4790"
"bombus hortorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus pascuorum","SC478908",2011-06-13,2011,"SC4790"
"bombus terrestris","SC478908",2011-08-17,2011,"SC4790"
"bombus terrestris","SC478908",2011-08-17,2011,"SC4790"
"bombus terrestris","SC478908",2011-08-17,2011,"SC4790"
"bombus hortorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-08-17,2011,"SC4790"
"bombus hortorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-08-17,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-08-17,2011,"SC4790"
"bombus terrestris","SC478908",2011-08-17,2011,"SC4790"
"bombus terrestris","SC478908",2011-08-17,2011,"SC4790"
"bombus terrestris","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-08-17,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-08-17,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-08-17,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-08-17,2011,"SC4790"
"bombus terrestris","SC478908",2011-08-17,2011,"SC4790"
"bombus terrestris","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus pascuorum","SC478908",2011-08-17,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-08-17,2011,"SC4790"
"bombus terrestris","SC478908",2011-09-15,2011,"SC4790"
"bombus terrestris","SC478908",2011-09-15,2011,"SC4790"
"bombus terrestris","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus terrestris","SC478908",2011-09-15,2011,"SC4790"
"bombus terrestris","SC478908",2011-09-15,2011,"SC4790"
"bombus terrestris","SC478908",2011-09-15,2011,"SC4790"
"bombus terrestris","SC478908",2011-09-15,2011,"SC4790"
"bombus hortorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-09-15,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-09-15,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-09-15,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-09-15,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-09-15,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-09-15,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-09-15,2011,"SC4790"
"bombus hortorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus pascuorum","SC478908",2011-09-15,2011,"SC4790"
"bombus terrestris","SC478908",2011-09-15,2011,"SC4790"
"bombus terrestris","SC478908",2011-09-15,2011,"SC4790"
"bombus sylvestris","SC478908",2011-09-15,2011,"SC4790"
"bombus hortorum","SC478908",2011-10-16,2011,"SC4790"
"bombus pascuorum","SC478908",2011-10-16,2011,"SC4790"
"bombus pascuorum","SC478908",2011-10-16,2011,"SC4790"
"apis mellifera","SC478908",2011-10-16,2011,"SC4790"
"apis mellifera","SC478908",2011-10-16,2011,"SC4790"
"bombus lucorum sensu lato","SC478908",2011-11-07,2011,"SC4790"
"bombus terrestris","SZ318924",2012-03-23,2012,"SZ3192"
"bombus lucorum sensu lato","SZ318924",2012-03-23,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-03-23,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-03-23,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-03-23,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-03-23,2012,"SZ3192"
"bombus terrestris","SZ318924",2012-03-23,2012,"SZ3192"
"bombus terrestris","SD468607",2011-04-03,2011,"SD4660"
"bombus terrestris","SD468607",2011-04-03,2011,"SD4660"
"bombus terrestris","SD468607",2011-05-29,2011,"SD4660"
"bombus pascuorum","SD468607",2011-05-29,2011,"SD4660"
"bombus terrestris","SD468607",2011-05-29,2011,"SD4660"
"bombus lapidarius","SD468607",2011-05-29,2011,"SD4660"
"bombus pascuorum","SD468607",2011-05-29,2011,"SD4660"
"bombus pascuorum","SD468607",2011-05-29,2011,"SD4660"
"bombus lapidarius","SD468607",2011-05-29,2011,"SD4660"
"bombus lucorum sensu lato","SD468607",2011-06-26,2011,"SD4660"
"bombus lucorum sensu lato","SD468607",2011-06-26,2011,"SD4660"
"bombus lucorum sensu lato","SD468607",2011-06-26,2011,"SD4660"
"bombus lapidarius","SD468607",2011-07-26,2011,"SD4660"
"bombus pascuorum","SD468607",2011-07-26,2011,"SD4660"
"bombus lucorum sensu lato","SD468607",2011-07-26,2011,"SD4660"
"bombus lapidarius","SD468607",2011-07-26,2011,"SD4660"
"bombus pascuorum","SD468607",2011-07-26,2011,"SD4660"
"bombus lucorum sensu lato","SD468607",2011-07-26,2011,"SD4660"
"bombus lucorum sensu lato","SD468607",2011-07-26,2011,"SD4660"
"bombus pratorum","SE794723",2011-04-05,2011,"SE7972"
"bombus terrestris","SE794723",2011-04-05,2011,"SE7972"
"bombus terrestris","SE794723",2011-04-05,2011,"SE7972"
"bombus lapidarius","SE794723",2011-04-05,2011,"SE7972"
"bombus terrestris","SE794723",2011-04-05,2011,"SE7972"
"bombus terrestris","SE794723",2011-04-05,2011,"SE7972"
"bombus terrestris","SE794723",2011-04-05,2011,"SE7972"
"bombus pascuorum","SE794723",2011-10-05,2011,"SE7972"
"bombus pascuorum","SE794723",2011-10-05,2011,"SE7972"
"bombus pascuorum","SE794723",2011-10-05,2011,"SE7972"
"bombus lapidarius","SE794723",2011-10-05,2011,"SE7972"
"bombus hortorum","SE794723",2011-10-05,2011,"SE7972"
"bombus pascuorum","SE794723",2011-10-05,2011,"SE7972"
"bombus lapidarius","SE794723",2011-05-04,2011,"SE7972"
"bombus pascuorum","SE794723",2011-05-04,2011,"SE7972"
"bombus terrestris","SE794723",2011-05-04,2011,"SE7972"
"bombus terrestris","SE794723",2011-05-04,2011,"SE7972"
"bombus terrestris","SE794723",2011-05-04,2011,"SE7972"
"bombus lapidarius","SE794723",2011-05-04,2011,"SE7972"
"bombus pascuorum","SE794723",2011-05-04,2011,"SE7972"
"bombus lapidarius","SE794723",2011-06-06,2011,"SE7972"
"bombus pratorum","SE794723",2011-06-06,2011,"SE7972"
"bombus hortorum","SE794723",2011-06-06,2011,"SE7972"
"bombus pascuorum","SE794723",2011-06-06,2011,"SE7972"
"bombus lucorum sensu lato","SE794723",2011-06-06,2011,"SE7972"
"bombus hypnorum","SE794723",2011-06-06,2011,"SE7972"
"bombus hypnorum","SE794723",2011-06-06,2011,"SE7972"
"bombus pratorum","SE794723",2011-06-06,2011,"SE7972"
"bombus hortorum","SE794723",2011-06-06,2011,"SE7972"
"bombus pascuorum","SE794723",2011-06-06,2011,"SE7972"
"bombus hypnorum","SE794723",2011-06-06,2011,"SE7972"
"bombus pratorum","SE794723",2011-06-06,2011,"SE7972"
"bombus hortorum","SE794723",2011-06-06,2011,"SE7972"
"bombus pascuorum","SE794723",2011-06-06,2011,"SE7972"
"bombus lapidarius","SE794723",2011-06-06,2011,"SE7972"
"bombus pascuorum","SE794723",2011-06-06,2011,"SE7972"
"bombus pratorum","SE794723",2011-06-06,2011,"SE7972"
"bombus pratorum","SE794723",2011-06-06,2011,"SE7972"
"bombus pratorum","SE794723",2011-06-06,2011,"SE7972"
"bombus hortorum","SE794723",2011-06-06,2011,"SE7972"
"bombus pascuorum","SE794723",2011-06-06,2011,"SE7972"
"bombus lucorum sensu lato","SE794723",2011-06-06,2011,"SE7972"
"bombus hypnorum","SE794723",2011-06-06,2011,"SE7972"
"bombus lapidarius","SE794723",2011-07-05,2011,"SE7972"
"bombus hortorum","SE794723",2011-07-05,2011,"SE7972"
"bombus terrestris","SE794723",2011-07-05,2011,"SE7972"
"bombus lapidarius","SE794723",2011-07-05,2011,"SE7972"
"bombus lapidarius","SE794723",2011-07-05,2011,"SE7972"
"bombus hortorum","SE794723",2011-07-05,2011,"SE7972"
"bombus pascuorum","SE794723",2011-07-05,2011,"SE7972"
"bombus lapidarius","SE794723",2011-07-05,2011,"SE7972"
"bombus lapidarius","SE794723",2011-07-05,2011,"SE7972"
"bombus pascuorum","SE794723",2011-07-05,2011,"SE7972"
"bombus hortorum","SE794723",2011-07-05,2011,"SE7972"
"bombus pascuorum","SE794723",2011-07-05,2011,"SE7972"
"bombus lapidarius","SE794723",2011-08-02,2011,"SE7972"
"bombus pascuorum","SE794723",2011-08-02,2011,"SE7972"
"bombus lucorum sensu lato","SE794723",2011-08-02,2011,"SE7972"
"bombus lucorum sensu lato","SE794723",2011-08-02,2011,"SE7972"
"bombus lapidarius","SE794723",2011-08-02,2011,"SE7972"
"bombus pascuorum","SE794723",2011-08-02,2011,"SE7972"
"bombus pascuorum","SE794723",2011-08-02,2011,"SE7972"
"bombus terrestris","SE794723",2011-08-02,2011,"SE7972"
"bombus terrestris","SE794723",2011-08-02,2011,"SE7972"
"bombus lapidarius","SE794723",2011-08-02,2011,"SE7972"
"bombus lapidarius","SE794723",2011-08-02,2011,"SE7972"
"bombus pascuorum","SE794723",2011-08-02,2011,"SE7972"
"bombus lucorum sensu lato","SE794723",2011-08-02,2011,"SE7972"
"bombus lucorum sensu lato","SE794723",2011-08-02,2011,"SE7972"
"bombus vestalis","SE794723",2011-08-02,2011,"SE7972"
"bombus lapidarius","SE794723",2011-08-02,2011,"SE7972"
"bombus pascuorum","SE794723",2011-08-02,2011,"SE7972"
"bombus terrestris","SE794723",2011-09-14,2011,"SE7972"
"bombus pascuorum","SE794723",2011-09-14,2011,"SE7972"
"bombus lucorum sensu lato","SE794723",2011-09-14,2011,"SE7972"
"bombus pascuorum","SE794723",2011-09-14,2011,"SE7972"
"bombus terrestris","NS322306",2012-03-22,2012,"NS3230"
"bombus terrestris","NS322306",2012-03-24,2012,"NS3230"
